"Accepted Symbol","Synonym Symbol","Scientific Name","Family","Duration","Growth Habit","Native Status"
"ANMI3","","Antennaria microphylla","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ANNE","","Antennaria neglecta","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)SPM(N)"
"ANPA4","","Antennaria parvifolia","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"ANPU","","Antennaria pulcherrima","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ANPUP","","Antennaria pulcherrima ssp. pulcherrima","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ANRO2","","Antennaria rosea","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"ANROA","","Antennaria rosea ssp. arida","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ANROC","","Antennaria rosea ssp. confinis","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"ANROP","","Antennaria rosea ssp. pulvinata","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ANROR","","Antennaria rosea ssp. rosea","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ANRO3","","Antennaria rosulata","Asteraceae","Perennial","Forb/herb","L48(N)"
"ANUM","","Antennaria umbrinella","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"ANTHE","","Anthemis","Asteraceae","","","L48(I)CAN(I)"
"ANAR6","","Anthemis arvensis","Asteraceae","Annual","Forb/herb","L48(I)HI(I)CAN(I)"
"ANCO2","","Anthemis cotula","Asteraceae","Annual","Forb/herb","L48(I)AK(I)HI(I)CAN(I)"
"ANTI","","Anthemis tinctoria","Asteraceae","Perennial","Forb/herb","L48(I)AK(I)CAN(I)"
"ANTHO","","Anthoxanthum","Poaceae","","","L48(I,N)CAN(I,N)GL(I,N)SPM(I,N)"
"ANOD","","Anthoxanthum odoratum","Poaceae","Perennial","Graminoid","L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I)"
"ANODO2","","Anthoxanthum odoratum ssp. odoratum","Poaceae","Perennial","Graminoid","L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I)"
"APERA","","Apera","Poaceae","","","L48(I)CAN(I)"
"APIN","","Apera interrupta","Poaceae","Annual","Graminoid","L48(I)HI(I)CAN(I)"
"APIOS","","Apios","Fabaceae","","","L48(N)CAN(N)"
"APAM","","Apios americana","Fabaceae","Perennial","Vine, Forb/herb","L48(N)CAN(N)"
"APOCY","","Apocynum","Apocynaceae","","","L48(N)CAN(N)"
"APFL","","Apocynum ×floribundum","Apocynaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"APAN2","","Apocynum androsaemifolium","Apocynaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"APCA","","Apocynum cannabinum","Apocynaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"AQUIL","","Aquilegia","Ranunculaceae","","","L48(I,N)"
"AQBA","","Aquilegia barnebyi","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"AQCH","","Aquilegia chrysantha","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"AQCHR","","Aquilegia chrysantha var. rydbergii","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"AQCO","","Aquilegia coerulea","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"AQCOC","","Aquilegia coerulea var. coerulea","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"AQCOD","","Aquilegia coerulea var. daileyae","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"AQCOO","","Aquilegia coerulea var. ochroleuca","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"AQEL","","Aquilegia elegantula","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"AQFL","","Aquilegia flavescens","Ranunculaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"AQFLF","","Aquilegia flavescens var. flavescens","Ranunculaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"AQMI","","Aquilegia micrantha","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"AQMIM","","Aquilegia micrantha var. mancosana","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"AQMIM2","","Aquilegia micrantha var. micrantha","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"AQPU","","Aquilegia pubescens","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"AQSA","","Aquilegia saximontana","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"AQSC","","Aquilegia scopulorum","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"AQSCC","","Aquilegia scopulorum var. calcarea","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"ARABI2","","Arabis","Brassicaceae","","","L48(I,N)GL(N)"
"ARDI2","","Arabis ×divaricarpa","Brassicaceae","Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ARCR5","","Arabis crandallii","Brassicaceae","Perennial","Forb/herb","L48(N)"
"ARDE","","Arabis demissa","Brassicaceae","Perennial","Forb/herb","L48(N)"
"ARDED","","Arabis demissa var. demissa","Brassicaceae","Perennial","Forb/herb","L48(N)"
"ARDEL","","Arabis demissa var. languida","Brassicaceae","Perennial","Forb/herb","L48(N)"
"ARDR","","Arabis drummondii","Brassicaceae","Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ARFE","","Arabis fendleri","Brassicaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"ARFEF","","Arabis fendleri var. fendleri","Brassicaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ARFES","","Arabis fendleri var. spatifolia","Brassicaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ARFE2","","Arabis fernaldiana","Brassicaceae","Perennial","Forb/herb","L48(N)"
"ARFEF2","","Arabis fernaldiana var. fernaldiana","Brassicaceae","Perennial","Forb/herb","L48(N)"
"ARGL","","Arabis glabra","Brassicaceae","Annual, Perennial, Biennial","Forb/herb","L48(N)AK(I)CAN(N)"
"ARGU","","Arabis gunnisoniana","Brassicaceae","Perennial","Forb/herb","L48(N)"
"ARHI","","Arabis hirsuta","Brassicaceae","Annual, Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(NI)"
"ARHIG","","Arabis hirsuta var. glabrata","Brassicaceae","Annual, Perennial, Biennial","Forb/herb","L48(N)CAN(N)"
"ARHIH","","Arabis hirsuta var. hirsuta","Brassicaceae","Perennial, Biennial","Forb/herb","L48(N)CAN(I)"
"ARHIP","","Arabis hirsuta var. pycnocarpa","Brassicaceae","Annual, Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ARHO2","","Arabis holboellii","Brassicaceae","Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"ARHOP2","","Arabis holboellii var. pendulocarpa","Brassicaceae","Biennial, Perennial","Forb/herb","L48(N)"
"ARHOP3","","Arabis holboellii var. pinetorum","Brassicaceae","Perennial, Biennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ARHOR","","Arabis holboellii var. retrofracta","Brassicaceae","Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"ARLA","","Arabis laevigata","Brassicaceae","Biennial","Forb/herb","L48(N)CAN(N)"
"ARLAL","","Arabis laevigata var. laevigata","Brassicaceae","Biennial","Forb/herb","L48(N)CAN(N)"
"ARLE","","Arabis lemmonii","Brassicaceae","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)"
"ARLED2","","Arabis lemmonii var. drepanoloba","Brassicaceae","Perennial","Forb/herb, Subshrub","L48(N)AK(N)CAN(N)"
"ARLEL","","Arabis lemmonii var. lemmonii","Brassicaceae","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)"
"ARLI","","Arabis lignifera","Brassicaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"AROX","","Arabis oxylobula","Brassicaceae","Perennial","Forb/herb","L48(N)"
"ARPA35","","Arabis pallidifolia","Brassicaceae","Perennial","Forb/herb","L48(N)"
"ARPE","","Arabis pendulina","Brassicaceae","Perennial","Forb/herb","L48(N)"
"ARPEP","","Arabis pendulina var. pendulina","Brassicaceae","Perennial","Forb/herb","L48(N)"
"ARPER","","Arabis pendulina var. russeola","Brassicaceae","Perennial","Forb/herb","L48(N)"
"ARPE2","","Arabis perennans","Brassicaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ARPU2","","Arabis pulchra","Brassicaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ARPUP","","Arabis pulchra var. pallens","Brassicaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ARSE","","Arabis selbyi","Brassicaceae","Perennial","Forb/herb","L48(N)"
"ARALI","","Aralia","Araliaceae","","","L48(I,N)CAN(I,N)SPM(N)"
"ARNU2","","Aralia nudicaulis","Araliaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)SPM(N)"
"ARRA","","Aralia racemosa","Araliaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"ARRAB2","","Aralia racemosa ssp. bicrenata","Araliaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ARCEU","","Arceuthobium","Viscaceae","","","L48(N)CAN(N)"
"ARAM","","Arceuthobium americanum","Viscaceae","Perennial","Subshrub, Shrub","L48(N)CAN(N)"
"ARCY2","","Arceuthobium cyanocarpum","Viscaceae","Perennial","Subshrub, Shrub","L48(N)"
"ARDI3","","Arceuthobium divaricatum","Viscaceae","Perennial","Subshrub, Shrub","L48(N)"
"ARDO","","Arceuthobium douglasii","Viscaceae","Perennial","Subshrub, Shrub","L48(N)CAN(N)"
"ARVA","","Arceuthobium vaginatum","Viscaceae","Perennial","Shrub, Subshrub","L48(N)"
"ARVAC","","Arceuthobium vaginatum ssp. cryptopodum","Viscaceae","Perennial","Subshrub, Shrub","L48(N)"
"ARCTI","","Arctium","Asteraceae","","","L48(I)CAN(I)SPM(I)"
"ARLA3","","Arctium lappa","Asteraceae","Biennial","Forb/herb","L48(I)HI(I)CAN(I)"
"ARMI2","","Arctium minus","Asteraceae","Biennial","Forb/herb","L48(I)CAN(I)SPM(I)"
"ARTO","","Arctium tomentosum","Asteraceae","Biennial","Forb/herb","L48(I)CAN(I)"
"ARCTO3","","Arctostaphylos","Ericaceae","","","L48(N)CAN(N)GL(N)SPM(N)"
"ARCO23","","Arctostaphylos ×coloradensis","Ericaceae","Perennial","Shrub","L48(N)"
"ARPA6","","Arctostaphylos patula","Ericaceae","Perennial","Shrub","L48(N)"
"ARUV","","Arctostaphylos uva-ursi","Ericaceae","Perennial","Subshrub, Shrub","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"ARENA","","Arenaria","Caryophyllaceae","","","L48(I,N)CAN(I,N)GL(N)SPM(I,N)"
"ARCO5","","Arenaria congesta","Caryophyllaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"ARCOC4","","Arenaria congesta var. congesta","Caryophyllaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"ARCOL","","Arenaria congesta var. lithophila","Caryophyllaceae","Perennial","Forb/herb, Subshrub","L48(N)CAN(N)"
"AREA","","Arenaria eastwoodiae","Caryophyllaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"AREAA","","Arenaria eastwoodiae var. adenophora","Caryophyllaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"AREAE","","Arenaria eastwoodiae var. eastwoodiae","Caryophyllaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"ARFE3","","Arenaria fendleri","Caryophyllaceae","Perennial","Forb/herb","L48(N)"
"ARFEB","","Arenaria fendleri var. brevifolia","Caryophyllaceae","Perennial","Forb/herb","L48(N)"
"ARFEF3","","Arenaria fendleri var. fendleri","Caryophyllaceae","Perennial","Forb/herb","L48(N)"
"ARFEP","","Arenaria fendleri var. porteri","Caryophyllaceae","Perennial","Forb/herb","L48(N)"
"ARFET3","","Arenaria fendleri var. tweedyi","Caryophyllaceae","Perennial","Forb/herb","L48(N)"
"ARHO4","","Arenaria hookeri","Caryophyllaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"ARHOD","","Arenaria hookeri ssp. desertorum","Caryophyllaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ARHOH3","","Arenaria hookeri ssp. hookeri","Caryophyllaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"ARHOP","","Arenaria hookeri ssp. pinetorum","Caryophyllaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"ARKI","","Arenaria kingii","Caryophyllaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ARKIC","","Arenaria kingii ssp. compacta","Caryophyllaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"ARKIU2","","Arenaria kingii ssp. uintahensis","Caryophyllaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"ARLA4","","Arenaria lanuginosa","Caryophyllaceae","Perennial","Forb/herb","L48(N)"
"ARLAS","","Arenaria lanuginosa ssp. saxosa","Caryophyllaceae","Perennial","Forb/herb","L48(N)"
"ARSE2","","Arenaria serpyllifolia","Caryophyllaceae","Annual","Forb/herb","L48(I)HI(I)CAN(I)SPM(I)"
"ARGEM","","Argemone","Papaveraceae","","","L48(N)CAN(W)"
"ARHI4","","Argemone hispida","Papaveraceae","Perennial","Forb/herb","L48(N)"
"ARPO2","","Argemone polyanthemos","Papaveraceae","Annual, Biennial, Perennial","Forb/herb","L48(N)"
"ARSQ","","Argemone squarrosa","Papaveraceae","Perennial","Forb/herb","L48(N)"
"ARSQS","","Argemone squarrosa ssp. squarrosa","Papaveraceae","Perennial","Forb/herb","L48(N)"
"ARGEN","","Argentina","Rosaceae","","","L48(N)CAN(N)GL(N)SPM(N)"
"ARAN7","","Argentina anserina","Rosaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)"
"ARGYR5","","Argyrochosma","Pteridaceae","","","L48(N)"
"ARFE5","","Argyrochosma fendleri","Pteridaceae","Perennial","Forb/herb","L48(N)"
"ARGYT","","Argythamnia","Euphorbiaceae","","","L48(N)"
"ARHU5","","Argythamnia humilis","Euphorbiaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ARHUH","","Argythamnia humilis var. humilis","Euphorbiaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ARME5","","Argythamnia mercurialina","Euphorbiaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ARMEM","","Argythamnia mercurialina var. mercurialina","Euphorbiaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ARIST","","Aristida","Poaceae","","","L48(N)CAN(I,N)"
"ARAD","","Aristida adscensionis","Poaceae","Annual","Graminoid","L48(N)HI(I)PR(N)VI(N)"
"ARAR6","","Aristida arizonica","Poaceae","Perennial","Graminoid","L48(N)"
"ARBA2","","Aristida basiramea","Poaceae","Annual","Graminoid","L48(N)CAN(N)"
"ARDI4","","Aristida dichotoma","Poaceae","Annual","Graminoid","L48(N)CAN(I)"
"ARDIC","","Aristida dichotoma var. curtissii","Poaceae","Annual","Graminoid","L48(N)"
"ARDI5","","Aristida divaricata","Poaceae","Perennial","Graminoid","L48(N)"
"ARHA3","","Aristida havardii","Poaceae","Perennial","Graminoid","L48(N)"
"ARLO16","","Aristida longespica","Poaceae","Annual","Graminoid","L48(N)CAN(N)"
"ARLOG6","","Aristida longespica var. geniculata","Poaceae","Annual","Graminoid","L48(N)CAN(N)"
"ARPU9","","Aristida purpurea","Poaceae","Annual, Perennial","Graminoid","L48(N)CAN(N)"
"ARPUF","","Aristida purpurea var. fendleriana","Poaceae","Perennial","Graminoid","L48(N)"
"ARPUL","","Aristida purpurea var. longiseta","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"ARPUN","","Aristida purpurea var. nealleyi","Poaceae","Perennial","Graminoid","L48(N)"
"ARPUP6","","Aristida purpurea var. purpurea","Poaceae","Perennial","Graminoid","L48(N)"
"ARPUW","","Aristida purpurea var. wrightii","Poaceae","Annual, Perennial","Graminoid","L48(N)"
"ARMER","","Armeria","Plumbaginaceae","","","L48(N)CAN(N)GL(N)"
"ARMA6","","Armeria maritima","Plumbaginaceae","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"ARMAS","","Armeria maritima ssp. sibirica","Plumbaginaceae","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"ARMOR","","Armoracia","Brassicaceae","","","L48(I)CAN(I)"
"ARRU4","","Armoracia rusticana","Brassicaceae","Perennial","Forb/herb","L48(I)CAN(I)"
"ARNIC","","Arnica","Asteraceae","","","L48(N)CAN(N)GL(N)"
"ARAN5","","Arnica angustifolia","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"ARANT","","Arnica angustifolia ssp. tomentosa","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"ARCH3","","Arnica chamissonis","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ARCHF","","Arnica chamissonis ssp. foliosa","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"ARCHA2","","Arnica chamissonis ssp. foliosa var. andina","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"ARCO9","","Arnica cordifolia","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ARFU3","","Arnica fulgens","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"ARGR14","","Arnica gracilis","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"ARLA8","","Arnica latifolia","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ARLO6","","Arnica longifolia","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"ARMO4","","Arnica mollis","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ARPA13","","Arnica parryi","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"ARPAP3","","Arnica parryi ssp. parryi","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"ARRY","","Arnica rydbergii","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"ARRHE","","Arrhenatherum","Poaceae","","","L48(I)CAN(I)"
"AREL3","","Arrhenatherum elatius","Poaceae","Perennial","Graminoid","L48(I)AK(I)HI(I)CAN(I)"
"ARELE","","Arrhenatherum elatius var. elatius","Poaceae","Perennial","Graminoid","L48(I)AK(I)HI(I)CAN(I)"
"ARTEM","","Artemisia","Asteraceae","","","L48(I,N)CAN(I,N)GL(I,N)SPM(I)"
"ARAB2","","Artemisia abrotanum","Asteraceae","Perennial","Shrub, Subshrub","L48(I)CAN(I)"
"ARAB3","","Artemisia absinthium","Asteraceae","Perennial","Subshrub, Forb/herb","L48(I)CAN(I)"
"ARAN3","","Artemisia annua","Asteraceae","Annual","Forb/herb","L48(I)CAN(I)"
"ARAR8","","Artemisia arbuscula","Asteraceae","Perennial","Shrub, Subshrub","L48(N)"
"ARARA","","Artemisia arbuscula ssp. arbuscula","Asteraceae","Perennial","Subshrub, Shrub","L48(N)"
"ARARL","","Artemisia arbuscula ssp. longiloba","Asteraceae","Perennial","Subshrub, Shrub","L48(N)"
"ARAR9","","Artemisia arctica","Asteraceae","Perennial","Subshrub","L48(N)AK(N)CAN(N)"
"ARARA2","","Artemisia arctica ssp. arctica","Asteraceae","Perennial","Subshrub","L48(N)AK(N)CAN(N)"
"ARBI2","","Artemisia biennis","Asteraceae","Annual, Biennial","Forb/herb","L48(I,N)AK(I)CAN(I)"
"ARBIB","","Artemisia biennis var. biennis","Asteraceae","Annual, Biennial","Forb/herb","L48(I)AK(I)CAN(I)"
"ARBI3","","Artemisia bigelovii","Asteraceae","Perennial","Subshrub, Shrub","L48(N)"
"ARCA12","","Artemisia campestris","Asteraceae","Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"ARCAB2","","Artemisia campestris ssp. borealis","Asteraceae","Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ARCAB4","","Artemisia campestris ssp. borealis var. borealis","Asteraceae","Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ARCAS5","","Artemisia campestris ssp. borealis var. scouleriana","Asteraceae","Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"ARCAC","","Artemisia campestris ssp. caudata","Asteraceae","Perennial, Biennial","Forb/herb","L48(N)CAN(N)GL(N)"
"ARCA13","","Artemisia cana","Asteraceae","Perennial","Subshrub, Shrub","L48(N)AK(N)CAN(N)"
"ARCAC5","","Artemisia cana ssp. cana","Asteraceae","Perennial","Subshrub, Shrub","L48(N)AK(N)CAN(N)"
"ARCAV2","","Artemisia cana ssp. viscidula","Asteraceae","Perennial","Subshrub, Shrub","L48(N)"
"ARCA14","","Artemisia carruthii","Asteraceae","Perennial","Forb/herb","L48(N)"
"ARDR4","","Artemisia dracunculus","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)AK(I?)CAN(N)"
"ARFI2","","Artemisia filifolia","Asteraceae","Perennial","Subshrub, Shrub","L48(N)"
"ARFR3","","Artemisia franserioides","Asteraceae","Perennial","Forb/herb","L48(N)"
"ARFR4","","Artemisia frigida","Asteraceae","Perennial","Subshrub","L48(N)AK(N)CAN(N)"
"ARLO7","","Artemisia longifolia","Asteraceae","Perennial","Subshrub","L48(N)CAN(N)"
"ARLU","","Artemisia ludoviciana","Asteraceae","Perennial","Subshrub, Forb/herb","L48(I)CAN(N)"
"ARLUA","","Artemisia ludoviciana ssp. albula","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ARLUI2","","Artemisia ludoviciana ssp. incompta","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)CAN(N)"
"ARLUL2","","Artemisia ludoviciana ssp. ludoviciana","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"ARLUM2","","Artemisia ludoviciana ssp. mexicana","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"ARMI4","","Artemisia michauxiana","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"ARNO4","","Artemisia nova","Asteraceae","Perennial","Subshrub, Shrub","L48(N)"
"ARPA17","","Artemisia parryi","Asteraceae","Perennial","Forb/herb","L48(N)"
"ARPA18","","Artemisia pattersonii","Asteraceae","Perennial","Forb/herb","L48(N)"
"ARPE6","","Artemisia pedatifida","Asteraceae","Perennial","Subshrub","L48(N)"
"ARPY2","","Artemisia pygmaea","Asteraceae","Perennial","Subshrub, Shrub","L48(N)"
"ARSC","","Artemisia scopulorum","Asteraceae","Perennial","Forb/herb","L48(N)"
"ARTR2","","Artemisia tridentata","Asteraceae","Perennial","Tree, Shrub","L48(N)CAN(N)"
"ARTRS2","","Artemisia tridentata ssp. spiciformis","Asteraceae","Perennial","Shrub, Tree","L48(N)"
"ARTRT","","Artemisia tridentata ssp. tridentata","Asteraceae","Perennial","Tree, Shrub","L48(N)CAN(N)"
"ARTRV","","Artemisia tridentata ssp. vaseyana","Asteraceae","Perennial","Tree, Shrub","L48(N)CAN(N)"
"ARTRW8","","Artemisia tridentata ssp. wyomingensis","Asteraceae","Perennial","Shrub, Tree","L48(N)"
"ARTR4","","Artemisia tripartita","Asteraceae","Perennial","Shrub","L48(N)CAN(N)"
"ARTRT2","","Artemisia tripartita ssp. tripartita","Asteraceae","Perennial","Shrub","L48(N)CAN(N)"
"ASCLE","","Asclepias","Asclepiadaceae","","","L48(I,N)CAN(N)"
"ASAR","","Asclepias arenaria","Asclepiadaceae","Perennial","Forb/herb","L48(N)"
"ASAS","","Asclepias asperula","Asclepiadaceae","Perennial","Forb/herb","L48(N)"
"ASASA","","Asclepias asperula ssp. asperula","Asclepiadaceae","Perennial","Forb/herb","L48(N)"
"ASCR","","Asclepias cryptoceras","Asclepiadaceae","Perennial","Forb/herb","L48(N)"
"ASCRC2","","Asclepias cryptoceras ssp. cryptoceras","Asclepiadaceae","Perennial","Forb/herb","L48(N)"
"ASEN","","Asclepias engelmanniana","Asclepiadaceae","Perennial","Forb/herb","L48(N)"
"ASHA6","","Asclepias hallii","Asclepiadaceae","Perennial","Forb/herb","L48(N)"
"ASIN","","Asclepias incarnata","Asclepiadaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"ASINI","","Asclepias incarnata ssp. incarnata","Asclepiadaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"ASIN14","","Asclepias involucrata","Asclepiadaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ASLA4","","Asclepias latifolia","Asclepiadaceae","Perennial","Forb/herb","L48(N)"
"ASMA","","Asclepias macrotis","Asclepiadaceae","Perennial","Subshrub","L48(N)"
"ASOE","","Asclepias oenotheroides","Asclepiadaceae","Perennial","Forb/herb","L48(N)"
"ASPU","","Asclepias pumila","Asclepiadaceae","Perennial","Forb/herb","L48(N)"
"ASRU6","","Asclepias rusbyi","Asclepiadaceae","Perennial","Forb/herb","L48(N)"
"ASSP","","Asclepias speciosa","Asclepiadaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"ASST","","Asclepias stenophylla","Asclepiadaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"ASSU2","","Asclepias subverticillata","Asclepiadaceae","Perennial","Forb/herb","L48(N)"
