"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","Family"
"CRNA","","CRNA","Crepis nana","dwarf alpine hawksbeard","Asteraceae"
"CRNA","ASNA5","ASNA5","Askellia nana","",""
"CRNA","ASPY4","ASPY4","Askellia pygmaea","",""
"CRNA","ASPY7","ASPY7","Askellia pygmaea","",""
"CRNAC","","CRNAC","Crepis nana ssp. clivicola","dwarf alpine hawksbeard","Asteraceae"
"CRNAN","","CRNAN","Crepis nana ssp. nana","dwarf alpine hawksbeard","Asteraceae"
"CRNAN","CRNAL","CRNAL","Crepis nana var. lyratifolia","",""
"CRNAN","CRNAT2","CRNAT2","Crepis nana ssp. typica","",""
"CROC","","CROC","Crepis occidentalis","largeflower hawksbeard","Asteraceae"
"CROCC2","","CROCC2","Crepis occidentalis ssp. costata","largeflower hawksbeard","Asteraceae"
"CROCC2","CROCC3","CROCC3","Crepis occidentalis var. costata","",""
"CROCC2","PSOCC2","PSOCC2","Psilochenia occidentalis ssp. costata","",""
"CROCO2","","CROCO2","Crepis occidentalis ssp. occidentalis","largeflower hawksbeard","Asteraceae"
"CROCO2","CROCT","CROCT","Crepis occidentalis ssp. typica","",""
"CROCO2","PSOC","PSOC","Psilochenia occidentalis","",""
"CRRU3","","CRRU3","Crepis runcinata","fiddleleaf hawksbeard","Asteraceae"
"CRRUG","","CRRUG","Crepis runcinata ssp. glauca","fiddleleaf hawksbeard","Asteraceae"
"CRRUG","CRGL5","CRGL5","Crepis glauca","",""
"CRRUG","CRRUG2","CRRUG2","Crepis runcinata var. glauca","",""
"CRRUG","PSRUG","PSRUG","Psilochenia runcinata ssp. glauca","",""
"CRRUH2","","CRRUH2","Crepis runcinata ssp. hispidulosa","fiddleleaf hawksbeard","Asteraceae"
"CRRUH2","CRPL3","CRPL3","Crepis platyphylla","",""
"CRRUH2","CRRI6","CRRI6","Crepis riparia","",""
"CRRUH2","CRRUH3","CRRUH3","Crepis runcinata var. hispidulosa","",""
"CRRUH2","PSRUH2","PSRUH2","Psilochenia runcinata ssp. hispidulosa","",""
"CRRUR","","CRRUR","Crepis runcinata ssp. runcinata","fiddleleaf hawksbeard","Asteraceae"
"CRRUR","CRAL5","CRAL5","Crepis alpicola","",""
"CRRUR","CRGL6","CRGL6","Crepis glaucella","",""
"CRRUR","CRNE3","CRNE3","Crepis neomexicana","",""
"CRRUR","CRPE12","CRPE12","Crepis perplexans","",""
"CRRUR","CRRUT","CRRUT","Crepis runcinata ssp. typica","",""
"CRRUR","PSRU2","PSRU2","Psilochenia runcinata","",""
"CROTO","","CROTO","Croton","croton","Euphorbiaceae"
"CROTO","CROTO2","CROTO2","Crotonopsis","",""
"CRTE4","","CRTE4","Croton texensis","Texas croton","Euphorbiaceae"
"CRTET","","CRTET","Croton texensis var. texensis","Texas croton","Euphorbiaceae"
"CRYPS","","CRYPS","Crypsis","pricklegrass","Poaceae"
"CRAL2","","CRAL2","Crypsis alopecuroides","foxtail pricklegrass","Poaceae"
"CRAL2","HEAL10","HEAL10","Heleochloa alopecuroides","",""
"CRAL2","SPAL7","SPAL7","Sporobolus alopecuroides","",""
"CRYPT","","CRYPT","Cryptantha","cryptantha","Boraginaceae"
"CRAM3","","CRAM3","Cryptantha ambigua","basin cryptantha","Boraginaceae"
"CRAP2","","CRAP2","Cryptantha aperta","Grand Junction cryptantha","Boraginaceae"
"CRAP2","ORAP","ORAP","Oreocarya aperta","",""
"CRBA4","","CRBA4","Cryptantha bakeri","Baker's cryptantha","Boraginaceae"
"CRBA4","ORBA4","ORBA4","Oreocarya bakeri","",""
"CRBR7","","CRBR7","Cryptantha breviflora","Uinta basin cryptantha","Boraginaceae"
"CRBR7","ORBR3","ORBR3","Oreocarya breviflora","",""
"CRCA7","","CRCA7","Cryptantha caespitosa","tufted cryptantha","Boraginaceae"
"CRCA7","ORCA8","ORCA8","Oreocarya caespitosa","",""
"CRCA8","","CRCA8","Cryptantha cana","mountain cryptantha","Boraginaceae"
"CRCA8","ORCA11","ORCA11","Oreocarya cana","",""
"CRCE","","CRCE","Cryptantha celosioides","buttecandle","Boraginaceae"
"CRCE","CRBR11","CRBR11","Cryptantha bradburiana","",""
"CRCE","CRMA16","CRMA16","Cryptantha macounii","",""
"CRCE","CRNUM","CRNUM","Cryptantha nubigena var. macounii","",""
"CRCE","CRSH2","CRSH2","Cryptantha sheldonii","",""
"CRCE","ORCE2","ORCE2","Oreocarya celosioides","",""
"CRCE","ORGL","ORGL","Oreocarya glomerata","",""
"CRCE","ORMA5","ORMA5","Oreocarya macounii","",""
"CRCE","ORSH","ORSH","Oreocarya sheldonii","",""
"CRCI3","","CRCI3","Cryptantha cinerea","James' cryptantha","Boraginaceae"
"CRCIC","","CRCIC","Cryptantha cinerea var. cinerea","James' cryptantha","Boraginaceae"
"CRCIC","CRJAC","CRJAC","Cryptantha jamesii var. cinerea","",""
"CRCIC","CRJAM","CRJAM","Cryptantha jamesii var. multicaulis","",""
"CRCIC","CRJAS","CRJAS","Cryptantha jamesii var. setosa","",""
"CRCIJ","","CRCIJ","Cryptantha cinerea var. jamesii","James' cryptantha","Boraginaceae"
"CRCIJ","CRJA2","CRJA2","Cryptantha jamesii","",""
"CRCIJ","CRJAD","CRJAD","Cryptantha jamesii var. disticha","",""
"CRCIJ","CRJAT","CRJAT","Cryptantha jamesii var. typica","",""
"CRCIJ","CRSU14","CRSU14","Cryptantha suffruticosa","",""
"CRCIJ","KRJA","KRJA","Krynitzkia jamesii","",""
"CRCIJ","ORSU2","ORSU2","Oreocarya suffruticosa","",""
"CRCIP","","CRCIP","Cryptantha cinerea var. pustulosa","James' cryptantha","Boraginaceae"
"CRCIP","CRJAP","CRJAP","Cryptantha jamesii var. pustulosa","",""
"CRCIP","CRPU10","CRPU10","Cryptantha pustulosa","",""
"CRCIP","ORPU14","ORPU14","Oreocarya pustulosa","",""
"CRCI2","","CRCI2","Cryptantha circumscissa","cushion cryptantha","Boraginaceae"
"CRCIC2","","CRCIC2","Cryptantha circumscissa var. circumscissa","cushion cryptantha","Boraginaceae"
"CRCIC2","CRCIG","CRCIG","Cryptantha circumscissa var. genuina","",""
"CRCIC2","GRCI","GRCI","Greeneocharis circumscissa","",""
"CRCR3","","CRCR3","Cryptantha crassisepala","thicksepal cryptantha","Boraginaceae"
"CRCRC","","CRCRC","Cryptantha crassisepala var. crassisepala","thicksepal cryptantha","Boraginaceae"
"CRCRC","KRCR","KRCR","Krynitzkia crassisepala","",""
"CRCRE","","CRCRE","Cryptantha crassisepala var. elachantha","thicksepal cryptantha","Boraginaceae"
"CREL4","","CREL4","Cryptantha elata","cliffdweller's cryptantha","Boraginaceae"
"CREL4","OREL2","OREL2","Oreocarya elata","",""
"CRFE3","","CRFE3","Cryptantha fendleri","sanddune cryptantha","Boraginaceae"
"CRFE3","CRPA7","CRPA7","Cryptantha pattersonii","",""
"CRFL5","","CRFL5","Cryptantha flava","Brenda's yellow cryptantha","Boraginaceae"
"CRFL5","ORFL2","ORFL2","Oreocarya flava","",""
"CRFL6","","CRFL6","Cryptantha flavoculata","roughseed cryptantha","Boraginaceae"
"CRFL6","ORFL3","ORFL3","Oreocarya flavoculata","",""
"CRFU","","CRFU","Cryptantha fulvocanescens","tawny cryptantha","Boraginaceae"
"CRFUN","","CRFUN","Cryptantha fulvocanescens var. nitida","tawny cryptantha","Boraginaceae"
"CRFUN","ORNI","ORNI","Oreocarya nitida","",""
"CRGR3","","CRGR3","Cryptantha gracilis","narrowstem cryptantha","Boraginaceae"
"CRGY","","CRGY","Cryptantha gypsophila","cryptantha","Boraginaceae"
"CRGY","ORRE","ORRE","Oreocarya revealii","",""
"CRHU2","","CRHU2","Cryptantha humilis","roundspike cryptantha","Boraginaceae"
"CRHU2","CRAL9","CRAL9","Cryptantha alpicola","",""
"CRHU2","CRHUC","CRHUC","Cryptantha humilis var. commixta","",""
"CRHU2","CRHUN","CRHUN","Cryptantha humilis var. nana","",""
"CRHU2","CRHUO","CRHUO","Cryptantha humilis var. ovina","",""
"CRHU2","CRHUS","CRHUS","Cryptantha humilis var. shantzii","",""
"CRHU2","CRNA2","CRNA2","Cryptantha nana","",""
"CRHU2","CRNAC2","CRNAC2","Cryptantha nana var. commixta","",""
"CRHU2","CRNAO","CRNAO","Cryptantha nana var. ovina","",""
"CRHU2","CRNAS","CRNAS","Cryptantha nana var. shantzii","",""
"CRHU2","CRNAT","CRNAT","Cryptantha nana var. typica","",""
"CRHU2","ORHU2","ORHU2","Oreocarya humilis","",""
"CRHU2","ORHUN","ORHUN","Oreocarya humilis ssp. nana","",""
"CRKE","","CRKE","Cryptantha kelseyana","Kelsey's cryptantha","Boraginaceae"
"CRLO6","","CRLO6","Cryptantha longiflora","longflower cryptantha","Boraginaceae"
"CRLO6","ORLO","ORLO","Oreocarya longiflora","",""
"CRME5","","CRME5","Cryptantha mensana","southwestern cryptantha","Boraginaceae"
"CRME5","ORME","ORME","Oreocarya mensana","",""
"CRMI5","","CRMI5","Cryptantha minima","little cryptantha","Boraginaceae"
"CROS","","CROS","Cryptantha osterhoutii","Osterhout's cryptantha","Boraginaceae"
"CROS","OROS","OROS","Oreocarya osterhoutii","",""
"CRPA6","","CRPA6","Cryptantha paradoxa","handsome cryptantha","Boraginaceae"
"CRPA6","ORPA4","ORPA4","Oreocarya paradoxa","",""
"CRPT","","CRPT","Cryptantha pterocarya","wingnut cryptantha","Boraginaceae"
"CRPTC","","CRPTC","Cryptantha pterocarya var. cycloptera","wingnut cryptantha","Boraginaceae"
"CRPTC","CRPTP","CRPTP","Cryptantha pterocarya var. purpusii","",""
"CRPTP2","","CRPTP2","Cryptantha pterocarya var. pterocarya","wingnut cryptantha","Boraginaceae"
"CRRE5","","CRRE5","Cryptantha recurvata","curvenut cryptantha","Boraginaceae"
"CRRO6","","CRRO6","Cryptantha rollinsii","Rollins' cryptantha","Boraginaceae"
"CRRO6","ORRO4","ORRO4","Oreocarya rollinsii","",""
"CRSC2","","CRSC2","Cryptantha scoparia","Pinyon Desert cryptantha","Boraginaceae"
"CRSE3","","CRSE3","Cryptantha sericea","silky cryptantha","Boraginaceae"
"CRSE3","CRSEP","CRSEP","Cryptantha sericea var. perennis","",""
"CRSE3","ORSE3","ORSE3","Oreocarya sericea","",""
"CRST5","","CRST5","Cryptantha stricta","Yampa River cryptantha","Boraginaceae"
"CRST5","ORST2","ORST2","Oreocarya stricta","",""
"CRTH","","CRTH","Cryptantha thyrsiflora","calcareous cryptantha","Boraginaceae"
"CRTH","ORTH3","ORTH3","Oreocarya thyrsiflora","",""
"CRVI4","","CRVI4","Cryptantha virgata","miner's candle","Boraginaceae"
"CRVI4","ORVI4","ORVI4","Oreocarya virgata","",""
"CRWA2","","CRWA2","Cryptantha watsonii","Watson's cryptantha","Boraginaceae"
"CRWE2","","CRWE2","Cryptantha weberi","Weber's cryptantha","Boraginaceae"
"CRWE2","ORWE2","ORWE2","Oreocarya weberi","",""
"CRYPT3","","CRYPT3","Cryptogramma","rockbrake","Pteridaceae"
"CRAC3","","CRAC3","Cryptogramma acrostichoides","American rockbrake","Pteridaceae"
"CRAC3","CRCRA2","CRCRA2","Cryptogramma crispa ssp. acrostichoides","",""
"CRST2","","CRST2","Cryptogramma stelleri","fragile rockbrake","Pteridaceae"
"CUCUR","","CUCUR","Cucurbita","gourd","Cucurbitaceae"
"CUFO","","CUFO","Cucurbita foetidissima","Missouri gourd","Cucurbitaceae"
"CUFO","PEFO4","PEFO4","Pepo foetidissima","",""
"CUSCU","","CUSCU","Cuscuta","dodder","Cuscutaceae"
"CUAP2","","CUAP2","Cuscuta approximata","alfalfa dodder","Cuscutaceae"
"CUAP2","CUAPU","CUAPU","Cuscuta approximata var. urceolata","",""
"CUAP2","CUEPA","CUEPA","Cuscuta epithymum ssp. approximata","",""
"CUAP2","CUPL2","CUPL2","Cuscuta planiflora","",""
"CUCA","","CUCA","Cuscuta californica","chaparral dodder","Cuscutaceae"
"CUCAB","","CUCAB","Cuscuta californica var. breviflora","chaparral dodder","Cuscutaceae"
"CUCAB","CUOC","CUOC","Cuscuta occidentalis","",""
"CUCAB","GROC","GROC","Grammica occidentalis","",""
"CUCU2","","CUCU2","Cuscuta cuspidata","cusp dodder","Cuscutaceae"
"CUCU2","GRCU3","GRCU3","Grammica cuspidata","",""
"CUDE2","","CUDE2","Cuscuta denticulata","desert dodder","Cuscutaceae"
"CUDED","","CUDED","Cuscuta denticulata var. denticulata","desert dodder","Cuscutaceae"
"CUDED","GRDE2","GRDE2","Grammica denticulata","",""
"CUGR","","CUGR","Cuscuta gronovii","scaldweed","Cuscutaceae"
"CUGRG","","CUGRG","Cuscuta gronovii var. gronovii","scaldweed","Cuscutaceae"
"CUGRG","CUGRL","CUGRL","Cuscuta gronovii var. latiflora","",""
"CUGRG","CUGRS","CUGRS","Cuscuta gronovii var. saururi","",""
"CUGRG","CUUM2","CUUM2","Cuscuta umbrosa","",""
"CUGRG","GRGR3","GRGR3","Grammica gronovii","",""
"CUGRG","GRUM","GRUM","Grammica umbrosa","",""
"CUIN","","CUIN","Cuscuta indecora","bigseed alfalfa dodder","Cuscutaceae"
"CUINI","","CUINI","Cuscuta indecora var. indecora","bigseed alfalfa dodder","Cuscutaceae"
"CUINI","CUJE","CUJE","Cuscuta jepsonii","",""
"CUINI","GRIN4","GRIN4","Grammica indecora","",""
"CUINN","","CUINN","Cuscuta indecora var. neuropetala","bigseed dodder","Cuscutaceae"
"CUINN","GRINN","GRINN","Grammica indecora ssp. neuropetala","",""
"CUME4","","CUME4","Cuscuta megalocarpa","bigfruit dodder","Cuscutaceae"
"CUME4","CUCU3","CUCU3","Cuscuta curta","",""
"CUME4","CUGRC2","CUGRC2","Cuscuta gronovii var. curta","",""
"CUPE3","","CUPE3","Cuscuta pentagona","fiveangled dodder","Cuscutaceae"
"CUPEP2","","CUPEP2","Cuscuta pentagona var. pentagona","fiveangled dodder","Cuscutaceae"
"CUPEP2","CUAR2","CUAR2","Cuscuta arvensis","",""
"CUPEP2","CUCA2","CUCA2","Cuscuta campestris","",""
"CUPEP2","CUPEC2","CUPEC2","Cuscuta pentagona var. calycina","",""
"CUPEP2","GRCA3","GRCA3","Grammica campestris","",""
"CUPEP2","GRPE","GRPE","Grammica pentagona","",""
"CUUM","","CUUM","Cuscuta umbellata","flatglobe dodder","Cuscutaceae"
"CUUM","CUUMR","CUUMR","Cuscuta umbellata var. reflexa","",""
"CUUM","GRUM2","GRUM2","Grammica umbellata","",""
"CYCLA4","","CYCLA4","Cyclachaena","carelessweed","Asteraceae"
"CYXA2","","CYXA2","Cyclachaena xanthiifolia","Carelessweed","Asteraceae"
"CYXA2","CYXA","CYXA","Cyclachaena xanthifolia","",""
"CYXA2","IVXA","IVXA","Iva xanthifolia","",""
"CYCLA2","","CYCLA2","Cyclanthera","cyclanthera","Cucurbitaceae"
"CYNA5","","CYNA5","Cyclanthera naudiniana","Naudin's cyclanthera","Cucurbitaceae"
"CYCLO","","CYCLO","Cycloloma","cycloloma","Chenopodiaceae"
"CYAT","","CYAT","Cycloloma atriplicifolium","winged pigweed","Chenopodiaceae"
"CYAT","KOAT2","KOAT2","Kochia atriplicifolia","",""
"CYLIN2","","CYLIN2","Cylindropuntia","cholla","Cactaceae"
"CYIM2","","CYIM2","Cylindropuntia imbricata","tree cholla","Cactaceae"
"CYIMI","","CYIMI","Cylindropuntia imbricata var. imbricata","tree cholla","Cactaceae"
"CYIMI","CEIM2","CEIM2","Cereus imbricatus","",""
"CYIMI","OPAR5","OPAR5","Opuntia arborescens","",""
"CYIMI","OPIM","OPIM","Opuntia imbricata","",""
"CYIMI","OPIMA2","OPIMA2","Opuntia imbricata var. arborescens","",""
"CYIMI","OPIMI","OPIMI","Opuntia imbricata var. imbricata","",""
"CYIMI","OPIMV","OPIMV","Opuntia imbricata var. vexans","",""
"CYWH","","CYWH","Cylindropuntia whipplei","Whipple cholla","Cactaceae"
"CYWH","OPWH","OPWH","Opuntia whipplei","",""
"CYMBA","","CYMBA","Cymbalaria","cymbalaria","Scrophulariaceae"
"CYMU","","CYMU","Cymbalaria muralis","Kenilworth ivy","Scrophulariaceae"
"CYMU","LICY4","LICY4","Linaria cymbalaria","",""
"CYMOP2","","CYMOP2","Cymopterus","springparsley","Apiaceae"
"CYAC","","CYAC","Cymopterus acaulis","plains springparsley","Apiaceae"
"CYACA","","CYACA","Cymopterus acaulis var. acaulis","plains springparsley","Apiaceae"
"CYACF","","CYACF","Cymopterus acaulis var. fendleri","Fendler's springparsley","Apiaceae"
"CYACF","CYFE","CYFE","Cymopterus fendleri","",""
"CYBU","","CYBU","Cymopterus bulbosus","bulbous springparsley","Apiaceae"
"CYCO22","","CYCO22","Cymopterus constancei","Constance's springparsley","Apiaceae"
"CYDU","","CYDU","Cymopterus duchesnensis","Uinta Basin springparsley","Apiaceae"
"CYLO","","CYLO","Cymopterus longipes","longstalk springparsley","Apiaceae"
"CYLO","EPLO","EPLO","Epallageiton longipes","",""
"CYMO","","CYMO","Cymopterus montanus","mountain springparsley","Apiaceae"
"CYMO","PHMO10","PHMO10","Phellopterus montanus","",""
"CYPL","","CYPL","Cymopterus planosus","Rocky Mountain springparsley","Apiaceae"
"CYPU","","CYPU","Cymopterus purpurascens","widewing springparsley","Apiaceae"
"CYPU2","","CYPU2","Cymopterus purpureus","purple springparsley","Apiaceae"
"CYPU2","EPPU","EPPU","Epallageiton purpureum","",""
"CYNOD","","CYNOD","Cynodon","Bermudagrass","Poaceae"
"CYDA","","CYDA","Cynodon dactylon","Bermudagrass","Poaceae"
"CYDA","CADA5","CADA5","Capriola dactylon","",""
"CYDA","CYAR16","CYAR16","Cynodon aristiglumis","",""
"CYDA","CYIN14","CYIN14","Cynodon incompletus","",""
"CYDA","PADA","PADA","Panicum dactylon","",""
"CYNOG","","CYNOG","Cynoglossum","hound's tongue","Boraginaceae"
"CYOF","","CYOF","Cynoglossum officinale","gypsyflower","Boraginaceae"
"CYNOS2","","CYNOS2","Cynosurus","dogstail grass","Poaceae"
"CYCR","","CYCR","Cynosurus cristatus","crested dogstail grass","Poaceae"
"CYPER","","CYPER","Cyperus","flatsedge","Cyperaceae"
"CYAC2","","CYAC2","Cyperus acuminatus","tapertip flatsedge","Cyperaceae"
"CYBI6","","CYBI6","Cyperus bipartitus","slender flatsedge","Cyperaceae"
"CYBI6","CYNIR","CYNIR","Cyperus niger var. rivularis","",""
"CYBI6","CYRI","CYRI","Cyperus rivularis","",""
"CYBI6","PYRI2","PYRI2","Pycreus rivularis","",""
"CYER2","","CYER2","Cyperus erythrorhizos","redroot flatsedge","Cyperaceae"
"CYER2","CYHA8","CYHA8","Cyperus halei","",""
"CYES","","CYES","Cyperus esculentus","yellow nutsedge","Cyperaceae"
"CYESL","","CYESL","Cyperus esculentus var. leptostachyus","yellow nutsedge","Cyperaceae"
"CYESL","CYESA","CYESA","Cyperus esculentus var. angustispicatus","",""
"CYFE2","","CYFE2","Cyperus fendlerianus","Fendler's flatsedge","Cyperaceae"
"CYFE2","MAFE2","MAFE2","Mariscus fendlerianus","",""
"CYLU2","","CYLU2","Cyperus lupulinus","Great Plains flatsedge","Cyperaceae"
"CYLUL","","CYLUL","Cyperus lupulinus ssp. lupulinus","Great Plains flatsedge","Cyperaceae"
"CYLUL","CYFI2","CYFI2","Cyperus filiculmis","",""
"CYLUL","CYMA16","CYMA16","Cyperus martindalei","",""
"CYLUL","MAFI2","MAFI2","Mariscus filiculmis","",""
"CYOD","","CYOD","Cyperus odoratus","fragrant flatsedge","Cyperaceae"
"CYOD","CYAC6","CYAC6","Cyperus acicularis","",""
"CYOD","CYEG","CYEG","Cyperus eggersii","",""
"CYOD","CYEN","CYEN","Cyperus engelmannii","",""
"CYOD","CYFE3","CYFE3","Cyperus ferax","",""
"CYOD","CYFE4","CYFE4","Cyperus ferruginescens","",""
"CYOD","CYLO9","CYLO9","Cyperus longispicatus","",""
"CYOD","CYMA20","CYMA20","Cyperus macrocephalus","",""
"CYOD","CYMAE2","CYMAE2","Cyperus macrocephalus var. eggersii","",""
"CYOD","CYODA","CYODA","Cyperus odoratus var. acicularis","",""
"CYOD","CYODE","CYODE","Cyperus odoratus var. engelmannii","",""
